"set" "map" "mkr" "phys" "gen"
"Hordeum vulgare" "chr5H" "12_20186" 550267088 150.65
"Hordeum vulgare" "chr5H" "11_20573" 550767663 152.93
"Hordeum vulgare" "chr5H" "11_11497" 551100838 151.35
"Hordeum vulgare" "chr5H" "11_10901" 553180501 152.93
"Hordeum vulgare" "chr5H" "12_30759" 553338227 154.08
"Hordeum vulgare" "chr5H" "11_21041" 553462338 154.08
"Hordeum vulgare" "chr5H" "11_10820" 553520533 154.08
"Hordeum vulgare" "chr5H" "11_11185" 553621835 154.08
"Hordeum vulgare" "chr5H" "12_30238" 553729908 154.08
"Hordeum vulgare" "chr5H" "11_20545" 553867556 154.51
"Hordeum vulgare" "chr5H" "12_20317" 554046858 155.45
"Hordeum vulgare" "chr5H" "11_10536" 554197520 155.23
"Hordeum vulgare" "chr5H" "11_10385" 554379700 155.23
"Hordeum vulgare" "chr5H" "11_21452" 554534452 155.23
"Hordeum vulgare" "chr5H" "11_10902" 554804523 155.45
"Hordeum vulgare" "chr5H" "11_10161" 554823461 155.45
"Hordeum vulgare" "chr5H" "11_10741" 555069635 155.45
"Hordeum vulgare" "chr5H" "11_20078" 555670607 155.66
"Hordeum vulgare" "chr5H" "11_20324" 555722363 155.45
"Hordeum vulgare" "chr5H" "11_10582" 555899168 155.66
"Hordeum vulgare" "chr5H" "12_30165" 557720327 155.45
"Hordeum vulgare" "chr5H" "11_20560" 558425784 156.27
"Hordeum vulgare" "chr5H" "11_20876" 558429670 156.27
"Hordeum vulgare" "chr5H" "12_11325" 559205820 157.61
"Hordeum vulgare" "chr5H" "12_30642" 559253518 157.61
"Hordeum vulgare" "chr5H" "11_20646" 559362629 157.61
"Hordeum vulgare" "chr5H" "12_10273" 559459990 157.61
"Hordeum vulgare" "chr5H" "11_21018" 559536124 157.61
"Hordeum vulgare" "chr5H" "12_31375" 559721835 157.61
"Hordeum vulgare" "chr5H" "11_10336" 560069911 157.61
"Hordeum vulgare" "chr5H" "12_30162" 561491814 157.61
"Hordeum vulgare" "chr5H" "11_20934" 561512972 159.55
"Hordeum vulgare" "chr5H" "11_20334" 562604078 159.97
"Hordeum vulgare" "chr5H" "11_20988" 562985594 158.28
"Hordeum vulgare" "chr5H" "11_20829" 563093488 160.9
"Hordeum vulgare" "chr5H" "12_30566" 563921280 162.68
"Hordeum vulgare" "chr5H" "11_20826" 564447649 162.03
"Hordeum vulgare" "chr5H" "12_30666" 564620845 162.03
"Hordeum vulgare" "chr5H" "11_20686" 566145939 163.72
"Hordeum vulgare" "chr5H" "12_30087" 566771499 163.72
"Hordeum vulgare" "chr5H" "11_20546" 566997454 163.72
"Hordeum vulgare" "chr5H" "11_20644" 567103816 164.15
"Hordeum vulgare" "chr5H" "11_10593" 567195938 164.36
"Hordeum vulgare" "chr5H" "12_10769" 567456170 163.72
"Hordeum vulgare" "chr5H" "11_10869" 567596528 165.28
"Hordeum vulgare" "chr5H" "11_21012" 569112304 167.4
"Hordeum vulgare" "chr5H" "11_10778" 569114619 166.65
"Hordeum vulgare" "chr5H" "12_20867" 569221804 167.4
"Hordeum vulgare" "chr5H" "12_21290" 569401746 167.4
"Hordeum vulgare" "chr5H" "11_10600" 569748462 167.4
"Hordeum vulgare" "chr5H" "11_21141" 570835138 167.9
"Hordeum vulgare" "chr5H" "12_21009" 571037680 168.44
"Hordeum vulgare" "chr5H" "11_20536" 571039283 168.44
"Hordeum vulgare" "chr5H" "12_20816" 571512541 169.14
"Hordeum vulgare" "chr5H" "12_11450" 571762098 169.14
"Hordeum vulgare" "chr5H" "12_11010" 571764673 169.14
"Hordeum vulgare" "chr5H" "11_10870" 571936730 168.67
"Hordeum vulgare" "chr5H" "11_10254" 572246945 169.72
"Hordeum vulgare" "chr5H" "12_30656" 573622160 169.72
"Hordeum vulgare" "chr5H" "11_10736" 575572696 171.58
"Hordeum vulgare" "chr5H" "12_30494" 575727883 171.58
"Hordeum vulgare" "chr5H" "11_10236" 575795771 172.83
"Hordeum vulgare" "chr5H" "11_10405" 576518414 172.83
"Hordeum vulgare" "chr5H" "12_30504" 576641141 173.5
"Hordeum vulgare" "chr5H" "11_20022" 576911336 177.9
"Hordeum vulgare" "chr5H" "12_30769" 576978885 174.17
"Hordeum vulgare" "chr5H" "11_20897" 577009514 177.9
"Hordeum vulgare" "chr5H" "12_30577" 578377048 177.9
"Hordeum vulgare" "chr5H" "12_31352" 578443587 181.21
"Hordeum vulgare" "chr5H" "12_21393" 578481780 177.9
"Hordeum vulgare" "chr5H" "11_21155" 578586307 182.53
"Hordeum vulgare" "chr5H" "11_10310" 580046866 183.14
"Hordeum vulgare" "chr5H" "11_21052" 580497552 187.2
"Hordeum vulgare" "chr5H" "11_20786" 580803829 183.14
"Hordeum vulgare" "chr5H" "11_21162" 581099200 183.14
"Hordeum vulgare" "chr5H" "12_31292" 581205857 184.99
"Hordeum vulgare" "chr5H" "11_11364" 581284208 184.99
"Hordeum vulgare" "chr5H" "11_21108" 581747114 185.59
"Hordeum vulgare" "chr5H" "12_11192" 582883737 186.66
"Hordeum vulgare" "chr5H" "11_10401" 583132987 187.2
"Hordeum vulgare" "chr5H" "12_31210" 583362605 187.2
"Hordeum vulgare" "chr5H" "12_30360" 583373875 187.2
"Hordeum vulgare" "chr5H" "12_10732" 583537091 187.2
"Hordeum vulgare" "chr5H" "12_11413" 583728833 187.2
"Hordeum vulgare" "chr5H" "12_31481" 583944271 187.2
"Hordeum vulgare" "chr5H" "12_10857" 585196181 188.7
"Hordeum vulgare" "chr5H" "11_20402" 585880532 188.7
"Hordeum vulgare" "chr5H" "12_10322" 585992348 189.22
"Hordeum vulgare" "chr5H" "12_30958" 587600418 189.22
"Hordeum vulgare" "chr5H" "12_21356" 587602653 189.22
"Hordeum vulgare" "chr6H" "11_20232" 76581 0
"Hordeum vulgare" "chr6H" "11_20493" 3596231 1.03
"Hordeum vulgare" "chr6H" "11_20212" 3688368 1.03
"Hordeum vulgare" "chr6H" "11_20886" 3949203 1.64
"Hordeum vulgare" "chr6H" "11_21521" 5179032 2.24
"Hordeum vulgare" "chr6H" "11_20881" 5246866 2.24
"Hordeum vulgare" "chr6H" "11_10120" 5994404 6.54
"Hordeum vulgare" "chr6H" "11_20882" 6821237 3.46
"Hordeum vulgare" "chr6H" "11_11406" 7654240 6.54
"Hordeum vulgare" "chr6H" "11_20294" 8185569 6.54
"Hordeum vulgare" "chr6H" "12_30651" 8367299 7.87
"Hordeum vulgare" "chr6H" "11_21204" 8500899 8.74
"Hordeum vulgare" "chr6H" "11_20262" 8563852 10.72
"Hordeum vulgare" "chr6H" "11_21032" 10256686 11.68
"Hordeum vulgare" "chr6H" "11_11479" 12657471 15.16
"Hordeum vulgare" "chr6H" "11_20415" 13114080 15.81
"Hordeum vulgare" "chr6H" "12_30010" 14281368 18.89
"Hordeum vulgare" "chr6H" "11_10165" 14492839 23.62
"Hordeum vulgare" "chr6H" "12_10554" 14517119 23.62
"Hordeum vulgare" "chr6H" "12_30842" 14518905 20.62
"Hordeum vulgare" "chr6H" "11_10064" 16059994 23.62
"Hordeum vulgare" "chr6H" "11_10023" 16380521 24.91
"Hordeum vulgare" "chr6H" "12_30843" 16382048 24.91
"Hordeum vulgare" "chr6H" "11_21246" 16700464 25.88
"Hordeum vulgare" "chr6H" "11_10868" 17108360 27.33
"Hordeum vulgare" "chr6H" "11_20315" 17193592 27.33
"Hordeum vulgare" "chr6H" "11_10136" 17244374 27.33
"Hordeum vulgare" "chr6H" "11_10676" 22349693 32.05
"Hordeum vulgare" "chr6H" "12_30697" 22776970 32.27
"Hordeum vulgare" "chr6H" "12_30673" 23000483 32.98
"Hordeum vulgare" "chr6H" "12_31308" 23307416 33.72
"Hordeum vulgare" "chr6H" "12_31485" 24625534 32.98
"Hordeum vulgare" "chr6H" "11_10994" 24960138 34.66
"Hordeum vulgare" "chr6H" "11_10799" 25444852 35.32
"Hordeum vulgare" "chr6H" "11_10939" 27238729 37.29
"Hordeum vulgare" "chr6H" "11_10427" 28752672 37.99
"Hordeum vulgare" "chr6H" "12_30358" 28894460 38.66
"Hordeum vulgare" "chr6H" "12_30521" 29737121 41.55
"Hordeum vulgare" "chr6H" "12_30361" 30654552 43.38
"Hordeum vulgare" "chr6H" "11_10129" 30951340 44.96
"Hordeum vulgare" "chr6H" "11_10061" 31249584 44.96
"Hordeum vulgare" "chr6H" "12_30783" 31938695 44.96
"Hordeum vulgare" "chr6H" "11_20052" 31939613 44.96
"Hordeum vulgare" "chr6H" "12_11455" 32109593 44.96
"Hordeum vulgare" "chr6H" "11_21030" 32498055 44.96
"Hordeum vulgare" "chr6H" "11_20936" 33777880 46.44
"Hordeum vulgare" "chr6H" "11_10882" 34274261 44.96
"Hordeum vulgare" "chr6H" "11_10494" 34726981 44.96
"Hordeum vulgare" "chr6H" "12_30516" 36511528 46.44
"Hordeum vulgare" "chr6H" "11_10244" 36978246 48.42
"Hordeum vulgare" "chr6H" "12_30665" 37277108 44.96
"Hordeum vulgare" "chr6H" "11_21281" 37686587 47.1
"Hordeum vulgare" "chr6H" "11_10355" 41292521 49.17
"Hordeum vulgare" "chr6H" "11_10462" 41555790 49.17
"Hordeum vulgare" "chr6H" "11_20743" 42347342 48.42
"Hordeum vulgare" "chr6H" "11_10013" 45409688 49.67
"Hordeum vulgare" "chr6H" "12_30317" 45762926 49.67
"Hordeum vulgare" "chr6H" "11_20707" 46072731 49.67
"Hordeum vulgare" "chr6H" "11_10817" 46297878 49.67
"Hordeum vulgare" "chr6H" "11_11097" 46705316 49.67
"Hordeum vulgare" "chr6H" "11_10539" 47694741 50.33
"Hordeum vulgare" "chr6H" "12_30658" 49214896 52.19
"Hordeum vulgare" "chr6H" "12_30316" 49672281 52.19
"Hordeum vulgare" "chr6H" "11_10461" 54575105 52.19
"Hordeum vulgare" "chr6H" "12_30133" 57741538 52.19
"Hordeum vulgare" "chr6H" "12_31092" 59640553 52.85
"Hordeum vulgare" "chr6H" "12_31433" 59689561 52.85
"Hordeum vulgare" "chr6H" "12_10910" 60749353 52.19
"Hordeum vulgare" "chr6H" "12_31274" 62845638 52.85
"Hordeum vulgare" "chr6H" "12_30751" 64128242 52.85
"Hordeum vulgare" "chr6H" "12_10199" 64554180 49.67
"Hordeum vulgare" "chr6H" "11_20291" 65560812 52.85
"Hordeum vulgare" "chr6H" "12_10575" 67642423 49.67
"Hordeum vulgare" "chr6H" "12_30510" 68696414 52.85
"Hordeum vulgare" "chr6H" "11_11205" 90275094 53.54
"Hordeum vulgare" "chr6H" "12_30782" 91238144 53.54
"Hordeum vulgare" "chr6H" "11_20675" 93181726 53.54
"Hordeum vulgare" "chr6H" "12_11171" 101442939 53.54
"Hordeum vulgare" "chr6H" "11_10003" 106792238 56.06
"Hordeum vulgare" "chr6H" "12_21449" 110060936 54.57
"Hordeum vulgare" "chr6H" "12_30569" 113035121 55.31
"Hordeum vulgare" "chr6H" "12_30473" 113340566 56.06
"Hordeum vulgare" "chr6H" "12_30441" 120978543 58.48
"Hordeum vulgare" "chr6H" "11_21473" 123132926 57.18
"Hordeum vulgare" "chr6H" "12_31005" 126071620 58.48
"Hordeum vulgare" "chr6H" "12_30430" 127316417 56.06
"Hordeum vulgare" "chr6H" "12_31007" 127953699 58.48
"Hordeum vulgare" "chr6H" "11_20720" 128901486 57.18
"Hordeum vulgare" "chr6H" "12_10497" 130901615 56.06
"Hordeum vulgare" "chr6H" "11_21158" 134595615 57.83
"Hordeum vulgare" "chr6H" "12_20381" 134724431 56.06
"Hordeum vulgare" "chr6H" "12_11104" 136700618 56.06
"Hordeum vulgare" "chr6H" "12_11353" 140372577 56.06
"Hordeum vulgare" "chr6H" "11_20656" 147649522 58.48
"Hordeum vulgare" "chr6H" "12_30802" 149178792 58.48
"Hordeum vulgare" "chr6H" "12_30021" 153078392 58.48
"Hordeum vulgare" "chr6H" "11_21014" 153429080 58.48
"Hordeum vulgare" "chr6H" "11_10962" 159075760 58.48
"Hordeum vulgare" "chr6H" "12_30120" 160778670 56.06
"Hordeum vulgare" "chr6H" "11_20651" 161941485 58.48
"Hordeum vulgare" "chr6H" "12_30032" 164851411 56.06
"Hordeum vulgare" "chr6H" "12_30567" 176138547 59.25
"Hordeum vulgare" "chr6H" "11_10659" 176731912 59.25
"Hordeum vulgare" "chr6H" "11_20600" 178151804 59.25
"Hordeum vulgare" "chr6H" "12_30749" 183159710 60.65
"Hordeum vulgare" "chr6H" "12_30596" 184345417 60.65
"Hordeum vulgare" "chr6H" "12_31509" 198063455 59.25
"Hordeum vulgare" "chr6H" "11_11312" 222172607 59.25
"Hordeum vulgare" "chr6H" "12_10591" 224945342 59.25
"Hordeum vulgare" "chr6H" "12_31006" 226616118 60.65
"Hordeum vulgare" "chr6H" "12_30311" 236475181 60.65
"Hordeum vulgare" "chr6H" "12_30230" 244626287 59.25
"Hordeum vulgare" "chr6H" "12_20142" 247780020 59.25
"Hordeum vulgare" "chr6H" "12_30511" 273677890 60.65
"Hordeum vulgare" "chr6H" "12_30465" 278231770 60.65
"Hordeum vulgare" "chr6H" "11_21124" 285460875 59.25
"Hordeum vulgare" "chr6H" "12_30856" 298269875 60.65
"Hordeum vulgare" "chr6H" "12_11487" 308743481 59.25
"Hordeum vulgare" "chr6H" "11_10749" 319259318 59.25
"Hordeum vulgare" "chr6H" "11_20785" 320906668 59.25
"Hordeum vulgare" "chr6H" "12_30837" 321629494 59.25
"Hordeum vulgare" "chr6H" "11_10848" 321629598 59.25
"Hordeum vulgare" "chr6H" "11_20854" 321806261 59.25
"Hordeum vulgare" "chr6H" "11_21216" 322828903 59.25
"Hordeum vulgare" "chr6H" "12_30765" 325043030 59.25
"Hordeum vulgare" "chr6H" "11_20572" 330940294 59.25
"Hordeum vulgare" "chr6H" "11_20799" 330943194 59.25
"Hordeum vulgare" "chr6H" "11_20329" 331434807 59.25
"Hordeum vulgare" "chr6H" "11_20567" 331938660 59.25
"Hordeum vulgare" "chr6H" "12_30508" 332338433 59.25
"Hordeum vulgare" "chr6H" "12_11442" 332342549 59.25
"Hordeum vulgare" "chr6H" "12_31249" 332346064 59.25
"Hordeum vulgare" "chr6H" "11_20946" 334630706 59.25
"Hordeum vulgare" "chr6H" "11_10323" 336192267 59.25
"Hordeum vulgare" "chr6H" "12_30305" 343875085 59.91
"Hordeum vulgare" "chr6H" "12_21482" 345187035 59.25
"Hordeum vulgare" "chr6H" "11_11153" 345187067 59.91
"Hordeum vulgare" "chr6H" "12_11140" 345879621 59.91
"Hordeum vulgare" "chr6H" "12_10278" 349526071 60.65
"Hordeum vulgare" "chr6H" "11_10227" 352313416 60.65
"Hordeum vulgare" "chr6H" "12_30681" 353181823 60.65
"Hordeum vulgare" "chr6H" "11_20835" 353709981 60.65
"Hordeum vulgare" "chr6H" "12_21114" 354145904 60.65
"Hordeum vulgare" "chr6H" "12_10345" 357672037 60.65
"Hordeum vulgare" "chr6H" "12_31174" 361002411 60.65
"Hordeum vulgare" "chr6H" "11_10513" 368110448 60.65
"Hordeum vulgare" "chr6H" "12_31178" 371268317 60.65
"Hordeum vulgare" "chr6H" "12_30395" 373435709 60.65
"Hordeum vulgare" "chr6H" "12_20463" 375936127 60.65
"Hordeum vulgare" "chr6H" "11_10377" 375940235 60.65
"Hordeum vulgare" "chr6H" "12_30857" 377128397 61.19
"Hordeum vulgare" "chr6H" "12_30144" 377205272 61.19
"Hordeum vulgare" "chr6H" "11_20184" 377233235 61.19
"Hordeum vulgare" "chr6H" "12_11181" 387297779 62.71
"Hordeum vulgare" "chr6H" "12_11253" 395568193 62.71
"Hordeum vulgare" "chr6H" "11_11067" 395571007 62.71
"Hordeum vulgare" "chr6H" "12_10803" 396967363 63.71
"Hordeum vulgare" "chr6H" "11_10270" 398112963 64.65
"Hordeum vulgare" "chr6H" "12_31003" 403554210 64.65
"Hordeum vulgare" "chr6H" "12_10758" 407937600 65.83
"Hordeum vulgare" "chr6H" "12_30804" 412023389 65.83
"Hordeum vulgare" "chr6H" "11_20266" 412485568 65.29
"Hordeum vulgare" "chr6H" "11_21339" 413234840 65.29
"Hordeum vulgare" "chr6H" "11_10964" 418004927 65.29
"Hordeum vulgare" "chr6H" "11_10189" 427730458 65.83
"Hordeum vulgare" "chr6H" "11_21310" 429781113 65.83
"Hordeum vulgare" "chr6H" "11_20058" 431724443 65.83
"Hordeum vulgare" "chr6H" "12_30844" 439477806 66.49
"Hordeum vulgare" "chr6H" "12_11321" 439478085 65.83
"Hordeum vulgare" "chr6H" "11_10635" 444629328 65.83
"Hordeum vulgare" "chr6H" "12_30346" 446439016 65.83
"Hordeum vulgare" "chr6H" "12_11475" 450579768 70.5
"Hordeum vulgare" "chr6H" "11_11483" 451676612 70.5
"Hordeum vulgare" "chr6H" "11_21298" 452277938 70.5
"Hordeum vulgare" "chr6H" "11_20904" 455160529 72.17
"Hordeum vulgare" "chr6H" "12_10392" 455940358 72.17
"Hordeum vulgare" "chr6H" "12_30637" 457360458 72.17
"Hordeum vulgare" "chr6H" "11_21293" 457850678 72.17
"Hordeum vulgare" "chr6H" "11_21225" 459058425 72.17
"Hordeum vulgare" "chr6H" "11_21069" 461939876 71.32
"Hordeum vulgare" "chr6H" "11_10781" 463214168 72.17
"Hordeum vulgare" "chr6H" "12_20148" 463357605 73.84
"Hordeum vulgare" "chr6H" "11_11261" 463660196 72.82
"Hordeum vulgare" "chr6H" "11_10455" 465116117 73.84
"Hordeum vulgare" "chr6H" "11_20287" 466800105 73.84
"Hordeum vulgare" "chr6H" "12_10504" 470088401 74.65
"Hordeum vulgare" "chr6H" "11_10040" 475286642 74.65
"Hordeum vulgare" "chr6H" "11_20709" 476375631 74.65
"Hordeum vulgare" "chr6H" "11_10124" 477385395 74.65
"Hordeum vulgare" "chr6H" "11_20015" 478212684 74.65
"Hordeum vulgare" "chr6H" "11_20714" 480515622 75.28
"Hordeum vulgare" "chr6H" "11_21469" 482408153 76.03
"Hordeum vulgare" "chr6H" "11_20468" 483112427 76.03
"Hordeum vulgare" "chr6H" "11_20636" 483562846 77.53
"Hordeum vulgare" "chr6H" "11_11329" 485892121 78.52
"Hordeum vulgare" "chr6H" "12_31289" 486283306 77.53
"Hordeum vulgare" "chr6H" "11_20673" 486702797 78.52
"Hordeum vulgare" "chr6H" "11_20892" 487727670 79.17
"Hordeum vulgare" "chr6H" "12_10596" 488810805 78.52
"Hordeum vulgare" "chr6H" "11_20577" 489849404 80.06
"Hordeum vulgare" "chr6H" "11_11349" 490520691 80.06
"Hordeum vulgare" "chr6H" "12_31250" 490914000 80.06
"Hordeum vulgare" "chr6H" "11_20784" 491158255 80.06
"Hordeum vulgare" "chr6H" "11_11459" 492508969 80.86
"Hordeum vulgare" "chr6H" "11_20744" 492854725 80.86
"Hordeum vulgare" "chr6H" "11_21256" 492897131 80.86
"Hordeum vulgare" "chr6H" "12_31101" 493666595 80.86
"Hordeum vulgare" "chr6H" "11_10469" 495065647 81.79
"Hordeum vulgare" "chr6H" "11_20053" 495215085 81.79
"Hordeum vulgare" "chr6H" "12_30940" 495215990 88.88
"Hordeum vulgare" "chr6H" "12_31088" 496058761 83.81
"Hordeum vulgare" "chr6H" "12_31111" 499890862 83.28
"Hordeum vulgare" "chr6H" "11_20682" 501498162 84.47
"Hordeum vulgare" "chr6H" "11_20969" 501570939 84.47
"Hordeum vulgare" "chr6H" "12_30236" 501778376 83.28
"Hordeum vulgare" "chr6H" "11_20488" 502291909 84.47
"Hordeum vulgare" "chr6H" "12_30573" 502947954 88.88
"Hordeum vulgare" "chr6H" "12_30148" 505524644 89.58
"Hordeum vulgare" "chr6H" "11_20746" 505529721 85.94
"Hordeum vulgare" "chr6H" "11_21224" 508304904 86.96
"Hordeum vulgare" "chr6H" "12_31253" 508386249 88.88
"Hordeum vulgare" "chr6H" "11_10608" 510731530 88.25
"Hordeum vulgare" "chr6H" "11_11458" 510955144 88.88
"Hordeum vulgare" "chr6H" "11_10220" 510995591 88.88
"Hordeum vulgare" "chr6H" "11_10331" 512206460 92.69
"Hordeum vulgare" "chr6H" "11_10185" 512852734 93.44
"Hordeum vulgare" "chr6H" "11_11246" 512861274 93.44
"Hordeum vulgare" "chr6H" "11_21404" 513648400 94.18
"Hordeum vulgare" "chr6H" "11_20346" 514710521 94.18
"Hordeum vulgare" "chr6H" "11_20465" 515194748 93.44
"Hordeum vulgare" "chr6H" "11_20654" 518949611 95.7
"Hordeum vulgare" "chr6H" "11_11147" 518950868 95.7
"Hordeum vulgare" "chr6H" "11_10815" 520781137 97
"Hordeum vulgare" "chr6H" "12_30698" 522118889 98.68
"Hordeum vulgare" "chr6H" "11_10400" 522770385 100.68
"Hordeum vulgare" "chr6H" "11_20783" 523436648 100.68
"Hordeum vulgare" "chr6H" "11_21025" 523532299 102.04
"Hordeum vulgare" "chr6H" "11_10202" 523768580 102.62
"Hordeum vulgare" "chr6H" "12_31235" 524183269 103.32
"Hordeum vulgare" "chr6H" "12_30626" 524928132 103.32
"Hordeum vulgare" "chr6H" "11_20996" 527625687 104.5
"Hordeum vulgare" "chr6H" "11_11294" 527795242 105.05
"Hordeum vulgare" "chr6H" "11_20728" 528273825 105.05
"Hordeum vulgare" "chr6H" "12_30151" 528401784 111.08
"Hordeum vulgare" "chr6H" "11_20118" 528501316 106.15
"Hordeum vulgare" "chr6H" "11_10978" 528824655 106.15
"Hordeum vulgare" "chr6H" "11_20972" 528897332 106.82
"Hordeum vulgare" "chr6H" "12_31432" 528911987 107.49
"Hordeum vulgare" "chr6H" "11_10595" 529811450 107.49
"Hordeum vulgare" "chr6H" "11_10734" 531669746 109.05
"Hordeum vulgare" "chr6H" "12_31353" 531820957 111.08
"Hordeum vulgare" "chr6H" "11_10139" 531871786 111.08
"Hordeum vulgare" "chr6H" "12_11494" 533555389 111.74
"Hordeum vulgare" "chr6H" "11_10015" 533898816 111.08
"Hordeum vulgare" "chr6H" "11_20531" 534051091 111.08
"Hordeum vulgare" "chr6H" "12_31042" 534230859 112.39
"Hordeum vulgare" "chr6H" "12_31044" 534404215 112.39
"Hordeum vulgare" "chr6H" "12_31048" 534404539 112.39
"Hordeum vulgare" "chr6H" "12_31115" 534669979 112.39
"Hordeum vulgare" "chr6H" "11_20342" 534670236 113.35
"Hordeum vulgare" "chr6H" "11_20379" 536079102 115.31
"Hordeum vulgare" "chr6H" "11_20292" 536187320 115.31
"Hordeum vulgare" "chr6H" "12_10704" 540843955 117.51
"Hordeum vulgare" "chr6H" "11_20725" 540855199 118.15
"Hordeum vulgare" "chr6H" "11_21271" 540937096 118.15
"Hordeum vulgare" "chr6H" "11_20467" 540939940 118.15
"Hordeum vulgare" "chr6H" "11_20355" 543344014 120.69
"Hordeum vulgare" "chr6H" "12_20448" 543545631 121.44
"Hordeum vulgare" "chr6H" "12_30734" 543658555 119.56
"Hordeum vulgare" "chr6H" "11_10239" 544373909 122.14
"Hordeum vulgare" "chr6H" "11_20558" 545173435 122.14
"Hordeum vulgare" "chr6H" "11_11534" 545884445 122.74
"Hordeum vulgare" "chr6H" "12_31495" 545902148 122.14
"Hordeum vulgare" "chr6H" "12_21477" 547581042 125.99
"Hordeum vulgare" "chr6H" "12_30025" 548238829 127.01
"Hordeum vulgare" "chr6H" "11_10107" 549794880 127.76
"Hordeum vulgare" "chr6H" "11_21467" 550526632 128.41
"Hordeum vulgare" "chr6H" "12_10071" 550914414 130.38
"Hordeum vulgare" "chr6H" "11_21455" 551181020 130.38
"Hordeum vulgare" "chr6H" "12_30355" 551213383 130.38
"Hordeum vulgare" "chr6H" "12_10051" 551218754 130.38
"Hordeum vulgare" "chr6H" "11_11187" 552686543 131.64
"Hordeum vulgare" "chr6H" "12_31126" 552696700 131.64
"Hordeum vulgare" "chr6H" "11_20005" 553199453 132.6
"Hordeum vulgare" "chr6H" "11_20211" 553812523 133.9
"Hordeum vulgare" "chr6H" "11_20029" 554098847 133.25
"Hordeum vulgare" "chr6H" "11_10748" 554101697 133.9
"Hordeum vulgare" "chr6H" "11_10828" 554996547 137.41
"Hordeum vulgare" "chr6H" "11_11488" 555374413 133.9
"Hordeum vulgare" "chr6H" "12_31283" 556206813 137.41
"Hordeum vulgare" "chr6H" "11_20687" 556220171 139.09
"Hordeum vulgare" "chr6H" "11_20817" 556413386 133.9
"Hordeum vulgare" "chr6H" "12_20907" 556520851 135.58
"Hordeum vulgare" "chr6H" "11_20868" 556526262 135.58
"Hordeum vulgare" "chr6H" "12_31498" 557034241 136.66
"Hordeum vulgare" "chr6H" "11_21112" 557389142 139.75
"Hordeum vulgare" "chr6H" "11_11111" 557514158 139.09
"Hordeum vulgare" "chr6H" "11_10390" 559065543 137.41
"Hordeum vulgare" "chr6H" "12_30627" 560239292 142.2
"Hordeum vulgare" "chr6H" "11_20537" 561194540 142.2
"Hordeum vulgare" "chr6H" "12_30956" 561748098 142.2
"Hordeum vulgare" "chr7H" "12_10036" 219512 0
"Hordeum vulgare" "chr7H" "11_21395" 552626 0
"Hordeum vulgare" "chr7H" "12_30959" 554650 0
"Hordeum vulgare" "chr7H" "11_10949" 665399 0
"Hordeum vulgare" "chr7H" "11_10971" 1344654 0
"Hordeum vulgare" "chr7H" "11_21419" 1424809 0
"Hordeum vulgare" "chr7H" "11_20303" 1552540 0
"Hordeum vulgare" "chr7H" "11_10682" 2832340 0.63
"Hordeum vulgare" "chr7H" "12_30472" 2861110 0.63
"Hordeum vulgare" "chr7H" "12_20016" 3106022 0
"Hordeum vulgare" "chr7H" "11_21443" 3488528 0.84
"Hordeum vulgare" "chr7H" "12_30296" 3663263 0
"Hordeum vulgare" "chr7H" "12_31076" 3740444 0
"Hordeum vulgare" "chr7H" "12_31075" 3740553 0
"Hordeum vulgare" "chr7H" "11_10894" 4425356 2.13
"Hordeum vulgare" "chr7H" "11_21307" 4447193 1.71
"Hordeum vulgare" "chr7H" "12_20201" 4578942 2.13
"Hordeum vulgare" "chr7H" "11_10121" 4580292 2.13
"Hordeum vulgare" "chr7H" "12_31350" 6591828 3.49
"Hordeum vulgare" "chr7H" "11_20534" 6871484 4.5
"Hordeum vulgare" "chr7H" "11_11222" 7694110 4.5
"Hordeum vulgare" "chr7H" "11_20242" 8169885 5.43
"Hordeum vulgare" "chr7H" "11_11031" 9030292 5.96
"Hordeum vulgare" "chr7H" "12_31173" 9155361 5.43
"Hordeum vulgare" "chr7H" "12_11035" 10179178 6.71
"Hordeum vulgare" "chr7H" "11_11495" 11114756 6.79
"Hordeum vulgare" "chr7H" "12_10406" 11848029 7.33
"Hordeum vulgare" "chr7H" "11_20245" 13742476 7.87
"Hordeum vulgare" "chr7H" "12_31450" 14813641 7.87
"Hordeum vulgare" "chr7H" "11_10841" 15440953 9.73
"Hordeum vulgare" "chr7H" "12_20227" 15567518 8.45
"Hordeum vulgare" "chr7H" "11_20225" 15569083 9.73
"Hordeum vulgare" "chr7H" "11_20755" 16281838 10.57
"Hordeum vulgare" "chr7H" "11_21437" 17064970 11.65
"Hordeum vulgare" "chr7H" "11_20014" 17125417 11.87
"Hordeum vulgare" "chr7H" "12_31285" 17302739 9.73
"Hordeum vulgare" "chr7H" "11_10851" 17345336 9.73
"Hordeum vulgare" "chr7H" "12_30723" 19010495 14.39
"Hordeum vulgare" "chr7H" "11_10025" 20553355 14.39
"Hordeum vulgare" "chr7H" "11_20722" 20579685 13.7
"Hordeum vulgare" "chr7H" "11_21050" 20895633 15.89
"Hordeum vulgare" "chr7H" "11_20495" 23535229 18.73
"Hordeum vulgare" "chr7H" "12_30530" 24331113 20.29
"Hordeum vulgare" "chr7H" "12_30329" 26799753 22.84
"Hordeum vulgare" "chr7H" "11_10965" 26992667 24.15
"Hordeum vulgare" "chr7H" "12_31351" 27315470 24.15
